,LOCALIZED,ISSN,ISSN.1,ISSN.2,ISBN,ISBN.1,ISBN.2,OTHER_SYSTEM_NUMBER,OTHER_SYSTEM_NUMBER.1,OTHER_SYSTEM_NUMBER.2,PORTFOLIO_PID,MMS,TITLE,FROM_YEAR,TO_YEAR,FROM_MONTH,TO_MONTH,FROM_DAY,TO_DAY,FROM_VOLUME,TO_VOLUME,FROM_ISSUE,TO_ISSUE,PUBLICATION_DATE_OPERATOR,PUBLICATION_DATE_YEAR,PUBLICATION_DATE_MONTH,GLOBAL_FROM_YEAR,GLOBAL_TO_YEAR,GLOBAL_FROM_MONTH,GLOBAL_TO_MONTH,GLOBAL_FROM_DAY,GLOBAL_TO_DAY,GLOBAL_FROM_VOLUME,GLOBAL_TO_VOLUME,GLOBAL_FROM_ISSUE,GLOBAL_TO_ISSUE,GLOBAL_PUBLICATION_DATE_OPERATOR,GLOBAL_PUBLICATION_DATE_YEAR,GLOBAL_PUBLICATION_DATE_MONTH,ACCESS_TYPE,PERPETUAL_FROM_YEAR,PERPETUAL_TO_YEAR,PERPETUAL_FROM_MONTH,PERPETUAL_TO_MONTH,PERPETUAL_FROM_DAY,PERPETUAL_TO_DAY,PERPETUAL_FROM_VOLUME,PERPETUAL_TO_VOLUME,PERPETUAL_FROM_ISSUE,PERPETUAL_TO_ISSUE,PERPETUAL_PUBLICATION_DATE_OPERATOR,PERPETUAL_PUBLICATION_DATE_YEAR,PERPETUAL_PUBLICATION_DATE_MONTH,AVAILABILITY,PUBLISHER,PLACE_OF_PUBLICATION,DATE_OF_PUBLICATION,URL,PARSER_PARAMETERS,PROXY_ENABLE,PROXY_SELECTED,PROXY_LEVEL,AUTHOR,ELECTRONIC_MATERIAL_TYPE,OWNERSHIP,GROUP_NAME,GROUP_FROM_YEAR,GROUP_TO_YEAR,GROUP_FROM_MONTH,GROUP_TO_MONTH,GROUP_FROM_DAY,GROUP_TO_DAY,GROUP_FROM_VOLUME,GROUP_TO_VOLUME,GROUP_FROM_ISSUE,GROUP_TO_ISSUE,GROUP_PUBLICATION_DATE_OPERATOR,GROUP_PUBLICATION_DATE_YEAR,GROUP_PUBLICATION_DATE_MONTH,GROUP_PROXY_ENABLE,GROUP_PROXY_SELECTED,GROUP_AUTHENTICATION_NOTES,GROUP_PUBLIC_NOTES,AUTHENTICATION_NOTES,PUBLIC_NOTES,INTERNAL_DESCRIPTION,COVERAGE_STATEMENT,ACTIVATION_DATE,EXPECTED_ACTIVATION_DATE,LICENSE,LICENSE_NAME,COLLECTION_LICENSE,COLLECTION_LICENSE_NAME,PDA,EBA,PO_LINE,LANGUAGE,COUNTER_PLATFORM,NOTES,MarkBuy
37,N,,,,0128222697,0128222700,9780128222706,(OCoLC)on1286708917,(OCoLC)1286708917,(OCoLC)1295112914,53442875680002917,991023703950602917,Hyperpolarized carbon-13 magnetic resonance imaging and spectroscopy / Edited by Peder E.Z. Larson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",[Place of publication not identified] :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/bookseries/26669099/3,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
38,N,,,,0128166339,9780128166338,9780128166420,(OCoLC)on1281651895,(OCoLC)1281651895,(OCoLC)1281584808,53442875720002917,991023703951102917,"Handbook of pediatric brain imaging : methods and applications / edited by Hao Huang, Timothy P.L. Roberts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,","London ; San Diego, CA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/bookseries/26669099/2,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
39,N,,,,9780444641632,0444641637,9780444641649,(OCoLC)on1136424348,(OCoLC)1136424348,,53442875750002917,991023703951302917,"Ecological modeling : an introduction to the art and science of modeling ecological systems / Hsiao-Hsuan Wang, W. E. Grant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/bookseries/01678892/31,,False,,,"Wang, Hsiao-Hsuan, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
40,N,,,,0128137436,9780128137437,,(OCoLC)on1235118345,(OCoLC)1235118345,,53442875780002917,991023704150502917,Handbook of Sleep Research. Volume 30 [electronic resource].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,Academic Press Imprint,Oxford :,June 2019,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/handbooks/15697339/30,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
41,N,,,,9780128152904,0128152907,0128152915,(OCoLC)on1181847971,(OCoLC)1181847971,,53442966700002917,991023705226402917,Obesity hypoventilation syndrome [electronic resource] : physiologic principles and clinical practice / edited by Aiman Tulaimat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128152904,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
42,N,,,,0128222301,9780128222300,9780128224540,(OCoLC)on1238162581,(OCoLC)1238162581,,53442966730002917,991023705105902917,Recent advances in iPSC-Derived cell types [electronic resource] / edited by Alexander Birbrair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128222300,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
43,N,,,,9780128188392,9780128188408,0128188405,(OCoLC)on1175922503,(OCoLC)1175922503,(OCoLC)1176251787,53442966760002917,991023705230002917,Obesity : global impact and epidemiology / edited by Raman Mehrzad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128188392,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
44,N,,,,9780323854757,0323854753,0323854761,(OCoLC)on1230218979,(OCoLC)1230218979,(OCoLC)1235960233,53442966790002917,991023705110202917,Skeletal trauma : a mechanism-based approach of imaging / Guillaume Bierry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323854757,,False,,,"Bierry, Guillaume.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
45,N,,,,9780128164624,0128167432,9780128167434,(OCoLC)on1190765452,(OCoLC)1190765452,(OCoLC)1196223216,53442966820002917,991023705223002917,Intelligence-based medicine : artificial intelligence and human cognition in clinical medicine and healthcare / Anthony C. Chang.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128233375,,False,,,"Chang, Anthony C., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
46,N,,,,9780128131442,9780128131459,0128131454,(OCoLC)on1197809264,(OCoLC)1197809264,(OCoLC)1197550719,53442966850002917,991023705220202917,"Digital innovations in healthcare education and training / edited by Stathis Th. Konstantinidis, Panagiotis D. Bamidis, Nabil Zary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,",London :,[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128131442,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
47,N,,,,9780128203484,0128203498,9780128203491,(OCoLC)on1206401825,(OCoLC)1206401825,,53442966880002917,991023705215602917,Technical Aspects of Modern Coronary Artery Bypass Surgery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier Science & Technology,",San Diego :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128203484,,False,,,"Gaudino, Mario.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
48,N,,,,9780128206799,0128206799,0128209291,(OCoLC)on1163957812,(OCoLC)1163957812,(OCoLC)1163557094,53442966910002917,991023705231902917,Novel therapies in head and neck cancer : beyond the horizon / edited by Maie A. St. John and No-Hee Park.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128206799,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
49,N,,,,9780128158463,0128158468,9780128163733,(OCoLC)on1159848223,(OCoLC)1159848223,(OCoLC)1160532511,53442966940002917,991023705232302917,Toxicology cases for the clinical and forensic laboratory [electronic resource] / edited by Hema Ketha and Uttam Garg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128158463,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
50,N,,,,9780128196687,0128196688,9780128196687,(OCoLC)on1181839067,(OCoLC)1181839067,(OCoLC)1191076732,53442966970002917,991023705226802917,Drug repurposing in cancer therapy : approaches and applications / edited by Kenneth K.W. To and William C.S. Cho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128196687,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
51,N,,,,9780128159422,,,(OCoLC)on1204222453,(OCoLC)1204222453,,53442967000002917,991023705216302917,Human physiology in extreme environments / Hanns-Christian Gunga.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",Amsterdam :,[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128159422,,False,,,"Gunga, Hanns-Christian, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
52,N,,,,9780128206539,0128206535,0128206543,(OCoLC)on1193329704,(OCoLC)1193329704,,53442967030002917,991023705221502917,In situ molecular pathology and co-expression analyses / Gerard J. Nuovo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128206539,,False,,,"Nuovo, Gerard J.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
53,N,,,,0128198400,0128198419,9780128198414,(OCoLC)on1204320932,(OCoLC)1204320932,(OCoLC)1267705106,53442967060002917,991023705215902917,Overcoming ovarian cancer chemoresistance / edited by Goli Samimi and Christina Annunziata.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128198407,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
54,N,,,,9780128189221,0128189223,0128189231,(OCoLC)on1181995305,(OCoLC)1181995305,,53442967090002917,991023705225802917,Metabolic disorders and shen in integrative cardiovascular Chinese medicine [electronic resource] / Anika Niambi Al-Shura.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2020].,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128189221,,False,,,"Al-Shura, Anika Niambi.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
55,N,,,,9780128137062,012813707X,9780128137079,(OCoLC)on1190765377,(OCoLC)1190765377,(OCoLC)1190726288,53442967120002917,991023705223602917,"Emerging technologies for heart diseases. Volume 1, Treatments for heart failure and valvular disorders / edited by Udi Nussinovitch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",Amsterdam :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128137062,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
56,N,,,,9780128194027,0128194030,9780128194034,(OCoLC)on1197870019,(OCoLC)1197870019,(OCoLC)1196241098,53442967150002917,991023705219702917,Integrative pancreatic intervention therapy : a holistic approach / edited by Maoquan Li [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128194027,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
57,N,,,,9780128153284,0128153288,0128153296,(OCoLC)on1164096512,(OCoLC)1164096512,(OCoLC)1164498469,53442967180002917,991023705231702917,"Statistics in medicine / Robert H. Riffenburgh, Daniel L. Gillen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,","London, United Kingdom :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128153284,,False,,,"Riffenburgh, R. H. author. (Robert H.),",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
58,N,,,,9780128206058,0128206209,9780128206201,(OCoLC)on1181835354,(OCoLC)1181835354,,53442967210002917,991023705227202917,"Diabetes mellitus : impact on bone, dental and musculoskeletal health / edited by MengHee Tan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,","London, United Kingdom ; San Diego, CA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128206058,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
59,N,,,,9780128217108,0128217103,0128216980,(OCoLC)on1197557634,(OCoLC)1197557634,,53442967240002917,991023705220402917,Evolutionary diversity as a source for anticancer molecules [electronic resource] / edited by Akhileshwar Kumar Srivastava [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2021].,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128217108,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
60,N,,,,9780128220344,9780128220344,0128220341,(OCoLC)on1236196679,(OCoLC)1236196679,(OCoLC)1154337784,53442967270002917,991023705215102917,Medical semiology guide of the digestive system. Part II / Manuela Stoicescu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,","London, United Kingdom :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128220344,,False,,,"Stoicescu, Manuela, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
61,N,,,,9780128196670,012819667X,0128223847,(OCoLC)on1198217831,(OCoLC)1198217831,,53442967300002917,991023705218802917,Endocrinology of aging : clinical aspects in diagrams and images / edited by Emiliano Corpas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128196670,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
62,N,,,,9780128196724,0128196726,0128225610,(OCoLC)on1184235268,(OCoLC)1184235268,,53442967330002917,991023705224702917,"Colorectal neoplasia and the colorectal microbiome [electronic resource] : dysplasia, probiotics, and fusobacteria / edited by Martin H. Floch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128196724,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
63,N,,,,9780128222270,0128222271,0128232692,(OCoLC)on1176314890,(OCoLC)1176314890,(OCoLC)1191084056,53442967360002917,991023705229202917,Recent advances in IPSC disease modeling. Volume 1 [electronic resource] / edited by Alexander Birbrair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128222270,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
64,N,,,,9780128182772,0128182784,9780128182789,(OCoLC)on1199327727,(OCoLC)1199327727,,53442967390002917,991023705217402917,"Handbook of diagnostic endocrinology / [edited by] William E. Winter, Brett Holmquist, Lori J. Sokoll and Roger L. Bertholf.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,Academic Press is an imprint of Elsevier ;,"London, United Kingdom : [Washington, D.C.] :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128182772,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
65,N,,,,9780128178881,0128178884,0128178892,(OCoLC)on1159209775,(OCoLC)1159209775,,53442967420002917,991023705232402917,Ureteroceles [electronic resource] : contemporary diagnosis and management / edited by Michael Leonard and Luis Guerra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128178881,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
66,N,,,,9780128197936,0128197935,0128197943,(OCoLC)on1193328824,(OCoLC)1193328824,(OCoLC)1196190743,53442967450002917,991023705222002917,"Nano drug delivery strategies for the treatment of cancers / edited by Awesh K. Yadav, Umesh Gupta and Rajeev Sharma.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128197936,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
67,N,,,,0128130741,9780128130742,,(OCoLC)on1236453476,(OCoLC)1236453476,,53442967480002917,991023705214802917,"Marcus and Feldman's osteoporosis. Volume 1 / edited by David W. Dempster, Jane A. Cauley, Mary L. Bouxsein, Felicia Cosman.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128130735,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
68,N,,,,9780128117453,,,(OCoLC)on1226712936,(OCoLC)1226712936,,53442967510002917,991023705215502917,Cancers in the urban environment / Thomas M. Mack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",Amsterdam :,[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128117453,,False,,,"Mack, Thomas M., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
69,N,,,,9780128200759,9780128223901,0128223901,(OCoLC)on1178634727,(OCoLC)1178634727,(OCoLC)1178714442,53442967540002917,991023705228002917,Fighting the opioid epidemic : the role of providers and the clinical laboratory in understanding who is vulnerable / Amitava Dasgupta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128200759,,False,,,"Dasgupta, Amitava, 1958- author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
70,N,,,,9780128181485,9780128181492,0128181494,(OCoLC)on1112421985,(OCoLC)1112421985,,53442967570002917,991023705227402917,"Neutrosophic Set in Medical Image Analysis / edited by Yanhui Guo, Amira S. Ashour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier Science & Technology,",San Diego :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128181485,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
71,N,,,,0128146613,0128146621,9780128146620,(OCoLC)on1117342734,(OCoLC)1117342734,(OCoLC)1229342006,53442967600002917,991023705225702917,Principles of heart valve engineering / edited by Arash Kheradvar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,","London, United Kingdom :",2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128146613,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
72,N,,,,9780128184523,0128184523,9780128184523,(OCoLC)on1104790554,(OCoLC)1104790554,(OCoLC)1235831384,53442967630002917,991023705229402917,Numerical PDE analysis of retinal neovascularization : mathematical model computer implementation in R / William E. Schiesser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128184523,,False,,,"Schiesser, W. E., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
73,N,,,,9780081026434,0081026439,0081026447,(OCoLC)on1129170882,(OCoLC)1129170882,(OCoLC)1274809466,53442967660002917,991023705221302917,Biocompatibility and performance of medical devices / edited by Jean Pierre Boutrand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,",Duxford :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081026434,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
74,N,,,,9780128153697,9780128156377,0128156376,(OCoLC)on1119625657,(OCoLC)1119625657,(OCoLC)1198255816,53442967690002917,991023705224802917,"Wearable and implantable medical devices : applications and challenges / volume editors: Nilanjan Dey, Amira S. Ashour, Simon James Fong, Chintan Bhatt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128153697,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
75,N,,,,9780128146873,0128146877,0128146885,(OCoLC)on1090129889,(OCoLC)1090129889,(OCoLC)1235840040,53442967720002917,991023705232002917,"EEG-Based Brain-Computer Interfaces : Cognitive Analysis and Control Applications / Dipali Bansal, Rashima Mahajan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128146873,,False,,,"Bansal, Dipali, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
76,N,,,,9780081024782,0081024789,0081024797,(OCoLC)on1117342874,(OCoLC)1117342874,(OCoLC)1229375510,53442967750002917,991023705225202917,"Dental implants and bone grafts : materials and biological issues / edited by Hamdan Alghamdi, John Jansen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing, an imprint of Elsevier,","Duxford, United Kingdom :",2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081024782,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
77,N,,,,9780128172025,0128172037,9780128172032,(OCoLC)on1128830270,(OCoLC)1128830270,(OCoLC)1244444631,53442967780002917,991023705222102917,"Organ-on-a-chip : engineered microenvironments for safety and efficacy testing / edited by Julia Hoeng, David Bovard, Manuel Peitsch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128172025,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
78,N,,,,9780128149621,0128149639,9780128149638,(OCoLC)on1127226704,(OCoLC)1127226704,,53442967810002917,991023705223502917,Medical device design : innovation from concept to market / Peter Ogrodnik.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London ; San Diego, CA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128149621,,False,,,"Ogrodnik, Peter J., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
79,N,,,,9780081025659,9780081025666,0081025661,(OCoLC)on1129705007,(OCoLC)1129705007,,53442967840002917,991023705219902917,Decontamination in hospitals and healthcare / edited by Jimmy Walker.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Woodhead Publishing,","Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780081025659,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
80,N,,,,0128154306,9780128154304,,(OCoLC)on1102592819,(OCoLC)1102592819,,53442967870002917,991023705229802917,"Neural network modeling and identification of dynamical systems / Yury V. Tiumentsev, Mikhail V. Egorchev.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128152546,,False,,,"Tiumentsev, Yury V., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
